"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051101","regulation of DNA binding","34/3451","129/23210",0.00047814879288245,0.00386717198543285,0.00242198847210403,"Myc/Ddit3/H1f0/Plaur/Hmox1/Jun/Lif/Mmp8/Dot1l/Hey1/Hspa4/Nek2/Id1/Nfib/Runx1t1/Wnt3a/Tlr4/Sirt1/Hes1/Brd4/Sox11/Zfp593/Pinx1/Gzma/Tfap4/Mmp9/Hey2/Hdac8/Park7/Igf1/Taf10/Smo/Mapk8/Tgfb1",34
"GO:0060421","positive regulation of heart growth","16/3451","45/23210",0.000479825053359387,0.00386717198543285,0.00242198847210403,"Pim1/Adrb1/Tbx2/Wnt2/Fgfr2/Sirt1/Edn1/Gli1/Mef2c/Acacb/Hey2/Nr3c1/Tbx5/Igf1/Fgf2/Wt1",16
"GO:0061028","establishment of endothelial barrier","16/3451","45/23210",0.000479825053359387,0.00386717198543285,0.00242198847210403,"Icam1/Myd88/Sox18/Rock2/Cldn1/Cldn5/F2rl1/Tnf/Rtn4/Ezr/Rap2c/Abcb1b/Il1b/Ptprs/Mir874/Marveld2",16
"GO:0006405","RNA export from nucleus","23/3451","76/23210",0.000480969730333996,0.00386717198543285,0.00242198847210403,"Nup98/BC005561/Ltv1/Srsf3/Nmd3/Hnrnpa2b1/Thoc6/Ythdc1/Riok2/Rbm15b/Abce1/Sdad1/Eif6/Polr2d/Zfp593/Xpot/Thoc1/Ran/Xpo5/Xpo1/Iws1/Pabpn1/Eif5a",23
"GO:0048844","artery morphogenesis","23/3451","76/23210",0.000480969730333996,0.00386717198543285,0.00242198847210403,"Ptger4/Srf/Mylk/Hey1/Tbx2/Foxf1/Adamts9/Tgfbr1/Rtn4/Col3a1/Notch4/Nrp1/Dll4/Hes1/Lrp2/Ldlr/Acvrl1/Hey2/Mir143/Hpgd/Hoxa1/Jag1/Smad7",23
"GO:1904029","regulation of cyclin-dependent protein kinase activity","23/3451","76/23210",0.000480969730333996,0.00386717198543285,0.00242198847210403,"Cdkn1a/Ccnl1/Tnfaip3/Pim1/Gtpbp4/Nr2f2/Ccnyl1/Hexim1/Ccnd1/Egfr/Hsp90ab1/Adam17/Ccnjl/Pkd1/Ccnb2/Cdkn2b/Tfap4/Sfn/Cdkn2c/Rgcc/Ccng2/Cdk5rap1/Cdk5rap3",23
"GO:0045930","negative regulation of mitotic cell cycle","54/3451","233/23210",0.000484779152177704,0.00389273246384567,0.00243799685866934,"Plk3/Gadd45a/Cdkn1a/Nabp1/Ppp1r10/Ccnd1/Ovol1/Egfr/Mdm2/Ripk1/Ier3/Zfp655/Btg2/Gpnmb/Tnf/Trim35/Zfp36l1/Tom1l1/Atm/Donson/Prkdc/Fgfr2/Cradd/Ddias/Ctdspl/Tpra1/Chek1/Cdkn2b/Mbd4/Usp47/Pinx1/Smad3/Slfn1/Gas1/Zwint/Dcun1d3/Dclre1b/Casp2/Dgkz/Plk2/Ythdc2/Ccl12/Bcl2l1/Rgcc/Trp53/Rpl24/Zfp36l2/Mir26a-1/Mtbp/Nbn/Pml/Cdk5rap3/Tgfb1/Rad17",54
"GO:0048588","developmental cell growth","59/3451","260/23210",0.000487658144712925,0.00391076499169132,0.00244929053134011,"Tnfrsf12a/Hsp90aa1/Srf/Wnt5a/Hsp90ab1/Arih2/Ndel1/Adrb1/Map2k4/Nrg1/Vcl/Mex3c/Nrn1/Cxcl12/Adra1a/Rtn4/Picalm/Cdk5r1/Wnt3a/Lpar3/Slit2/Ctdp1/Postn/Nedd4l/Nrp1/Smurf1/Sirt1/Sema3g/Plaa/Flrt3/Epha7/Eif4g2/Edn1/Sema4c/Tiam1/Pdlim5/Twf2/Camk2d/Sema4f/Col14a1/Slit3/Nr3c1/Spg11/Dvl1/Rgs4/Rgs2/Arhgap4/Rgma/Syt17/Igf1/Itga4/Ptprs/Smo/Efna5/Sema3c/Kmt2d/Bcl11a/Sema7a/Mapt",59
"GO:0072678","T cell migration","19/3451","58/23210",0.000488696095523885,0.00391400569372242,0.00245132016513721,"Icam1/Cxcl16/Wnt5a/Adam17/Ccl2/Cxcl12/Crk/S1pr1/Cxcl10/Tnfrsf14/Myo1g/Itgb7/Slc12a2/Cd99/Cd99l2/Spn/Itga4/Il27ra/Cd200r1",19
"GO:0001885","endothelial cell development","21/3451","67/23210",0.000495966070039176,0.00395683524869756,0.00247814407904792,"Icam1/Myd88/Sox18/Rock2/Cldn1/Id1/Cldn5/F2rl1/Tnf/Heg1/Rtn4/Ezr/Notch4/Rap2c/Abcb1b/Col18a1/Il1b/Stc1/Ptprs/Mir874/Marveld2",21
"GO:0006801","superoxide metabolic process","21/3451","67/23210",0.000495966070039176,0.00395683524869756,0.00247814407904792,"Gch1/Sh3pxd2b/Nfe2l2/Egfr/Nox4/F2rl1/Prdx1/Tnf/Itgam/Nqo1/Edn1/Szt2/Sod2/Cxcl1/Park7/Ccs/Acp5/Sod3/Pon3/Mapt/Tgfb1",21
"GO:0071166","ribonucleoprotein complex localization","21/3451","67/23210",0.000495966070039176,0.00395683524869756,0.00247814407904792,"BC005561/Ltv1/Srsf3/Nmd3/Hnrnpa2b1/Thoc6/Ythdc1/Riok2/Rbm15b/Abce1/Sdad1/Eif6/Polr2d/Zfp593/Xpot/Thoc1/Ran/Xpo1/Iws1/Pabpn1/Eif5a",21
"GO:0071353","cellular response to interleukin-4","12/3451","29/23210",0.000499128281266048,0.00397692533782948,0.00249072639099689,"Nfil3/Ptpn2/Hspa5/Hsp90ab1/Xbp1/Keap1/Cdk4/Alad/Cd300lf/Pml/Mir511/Rpl3",12
"GO:0048863","stem cell differentiation","53/3451","228/23210",0.000503979704441235,0.00399527897457664,0.00250222117240053,"Lbh/Stat3/Lif/Srf/Nfe2l2/Tacstd2/Sox18/Snai2/Hspa9/Tbx2/Zfp281/Pwp1/Prdm4/Kit/Psmd11/Mapk3/Wnt3a/Chd2/Mir99a/Nrp1/Fgfr2/Cdk12/Sema3g/Ythdf2/Hif1a/Hes1/Edn1/Batf/Gdnf/Sema4c/Ascl1/Mef2c/Sema4f/Sox11/Mtf2/Lama5/Tbx5/Ret/Ednra/Ltbp3/Trp53/Zfp36l2/Kbtbd8/Ednrb/Smo/Sema3c/Jag1/Vsir/Osr1/Rdh10/Fgf2/Sema7a/Eif2ak2",53
"GO:0007431","salivary gland development","15/3451","41/23210",0.000504019809100438,0.00399527897457664,0.00250222117240053,"Muc19/Snai2/Il6/Fgf7/Egfr/Xbp1/Plxnd1/Nfib/Tnf/Nrp1/Fgfr2/Lama5/Tfcp2l1/Polb/Sema3c",15
"GO:0050856","regulation of T cell receptor signaling pathway","15/3451","41/23210",0.000504019809100438,0.00399527897457664,0.00250222117240053,"Ptpn2/Rela/Bcl10/Elf1/Cblb/Pawr/Dusp22/Lgals3/Ezr/Ptpn22/Nectin2/Prkd2/Ada/Tespa1/Thy1",15
"GO:1903672","positive regulation of sprouting angiogenesis","15/3451","41/23210",0.000504019809100438,0.00399527897457664,0.00250222117240053,"Ptgs2/Hmox1/Anxa1/Fgfbp1/Aplnr/Pik3c2a/Srpx2/Nrp1/Jmjd8/Itga5/Rhoj/Kdr/Plk2/Hdac7/Fgf2",15
"GO:0001578","microtubule bundle formation","28/3451","100/23210",0.000516384967744525,0.00408804766131082,0.00256032168892495,"Cc2d2a/Dnaaf1/Nckap5/Dnali1/Dnah7b/Rp1/Cfap43/Rsph4a/Ccdc151/Hydin/Lrrc6/Dnah5/Spag17/Tbc1d32/Tppp3/Spag16/Lrrc46/Dnah1/Cfap44/Spag6l/Katna1/Zmynd10/Dnaic1/Dnah7a/Gas2l1/Lrrc61/Ccdc65/Rsph1",28
"GO:0010955","negative regulation of protein processing","14/3451","37/23210",0.00051851731446187,0.00408920104316992,0.00256104404561795,"Chac1/Thbs1/Serpine1/Birc3/Il1r2/Mdm2/Cd46/Birc2/Tmem98/Nol3/Fcmr/Lrrk2/Cst7/Gas1",14
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","14/3451","37/23210",0.00051851731446187,0.00408920104316992,0.00256104404561795,"Snai2/Skil/Steap3/Cxcl12/Ackr3/Sirt1/Fbh1/Ddias/Cd44/Clu/Usp47/Snai1/Bcl2l1/March7",14
"GO:1903318","negative regulation of protein maturation","14/3451","37/23210",0.00051851731446187,0.00408920104316992,0.00256104404561795,"Chac1/Thbs1/Serpine1/Birc3/Il1r2/Mdm2/Cd46/Birc2/Tmem98/Nol3/Fcmr/Lrrk2/Cst7/Gas1",14
"GO:0062013","positive regulation of small molecule metabolic process","39/3451","155/23210",0.000529672268514125,0.00417184471693205,0.00261280332239648,"Ptgs2/Myc/Ptger4/Ptpn2/Stat3/Nr4a3/Irs2/Abcd2/Anxa1/P2rx7/C1qtnf2/Tnf/Nupr1/Adora2b/Bmp6/Pid1/Ptafr/Ppp4r3a/Sirt1/Hif1a/Nr1d1/Vcp/Il1b/Zbtb20/Avpr1a/Adipoq/Scp2/Park7/Bcl2l1/Igf1/Wdr5/Dgat2/Prkce/Stard4/Supt20/Rdh10/Pgk1/Entpd5/Abcg1",39
"GO:0002715","regulation of natural killer cell mediated immunity","18/3451","54/23210",0.000538211205699541,0.00422294052756628,0.00264480434660618,"Pvr/Clec2d/Ceacam1/Lag3/Mill2/Crk/Il18rap/Klrb1b/Nectin2/Ap1g1/Tap1/Clec12b/Slamf6/Klre1/Tap2/Havcr2/H2-M3/Rasgrp1",18
"GO:0050922","negative regulation of chemotaxis","18/3451","54/23210",0.000538211205699541,0.00422294052756628,0.00264480434660618,"Thbs1/Ptpn2/Wnt5a/Angpt2/St6gal1/Wnt3a/Slit2/Nrp1/Sema3g/Dusp1/Robo1/Sema4c/Sema4f/Robo2/Ccl12/Hc/Sema3c/Sema7a",18
"GO:0055025","positive regulation of cardiac muscle tissue development","18/3451","54/23210",0.000538211205699541,0.00422294052756628,0.00264480434660618,"Pim1/Adrb1/Tbx2/Nrg1/Wnt2/Wnt3a/Fgfr2/Sirt1/Erbb3/Edn1/Gli1/Mef2c/Hey2/Nr3c1/Tbx5/Igf1/Fgf2/Tgfb1",18
"GO:0031099","regeneration","37/3451","145/23210",0.000544853763903701,0.00426832795340956,0.00267323024092508,"Adm/Cdkn1a/Serpine1/Hmox1/Gja1/Jun/Cebpb/Lif/Ccnd1/Anxa1/Igsf10/Ndel1/Adam17/Akirin1/Klf5/Lifr/Ptgfrn/Bcl9/Tnc/Cxcl12/Rtn4/Nrep/Fzd7/Mmp2/Gli1/Gap43/Fas/Mustn1/Rgma/Wnt10b/Igf1/Spaar/Ptprs/Thy1/Lgr6/Map4k4/Tgfb1",37
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","22/3451","72/23210",0.000546069487156851,0.00426832795340956,0.00267323024092508,"Cdkn1a/Ccnl1/Tnfaip3/Pim1/Gtpbp4/Nr2f2/Ccnyl1/Hexim1/Ccnd1/Egfr/Adam17/Ccnjl/Pkd1/Ccnb2/Cdkn2b/Tfap4/Sfn/Cdkn2c/Rgcc/Ccng2/Cdk5rap1/Cdk5rap3",22
"GO:0048645","animal organ formation","22/3451","72/23210",0.000546069487156851,0.00426832795340956,0.00267323024092508,"Pim1/Gata5/Wnt5a/Fgfr4/Gli2/Wnt2/Mapk3/Wnt3a/Fgfr2/Robo1/Hes1/Lrp2/Gdnf/Ar/Mef2c/Robo2/Tbx5/Sulf1/Axin2/Rdh10/Fgf2/Wt1",22
"GO:0008593","regulation of Notch signaling pathway","25/3451","86/23210",0.000548307330355824,0.00427604828790598,0.00267806544381275,"Chac1/Stat3/Gata5/Hey1/Mmp14/Egfl7/Kit/Cd46/Tcim/Numb/Postn/Lfng/Notch4/Dll4/Robo1/Hes1/Nfkbia/Nepro/Ascl1/Mfng/Galnt11/Hey2/Robo2/Jag1/Arrb1",25
"GO:0051260","protein homooligomerization","81/3451","383/23210",0.000548584013901911,0.00427604828790598,0.00267806544381275,"Gch1/Hmox1/Bcl10/Ikzf4/Kctd3/Kcnj2/Kcnrg/B4galt1/Cth/Jmjd6/Gls/Ripk1/Rnf213/Cldn1/Skil/Rasef/Optn/Usp16/C1qtnf7/Adcy8/Sept4/C1qtnf2/Arc/Cldn7/Appl2/Lnx2/Ehd4/Nup54/Traf2/Kctd11/Aqp11/P2rx6/Acat1/P2rx4/Angpt1/Epm2a/Cbr4/Lnx1/Dcxr/Vasp/Spag9/Ak3/Atl2/Pam/Kctd9/Tnfaip1/Pdcd6ip/Clu/Rbmxl1/Alad/Acacb/Vcp/Sod2/Cuta/Axin1/Gapdh/Cycs/Pcbd2/Steap4/Cd79a/Htra2/Adipoq/Fas/Dpysl3/Cd3g/Clybl/Kcna2/Cd79b/Trpv6/Kcna3/Thg1l/Angptl4/Taf10/Cldn3/H2-M3/Trp53/Lzts3/Alox5ap/St13/Mapt/Gnmt",81
"GO:0000187","activation of MAPK activity","31/3451","115/23210",0.000549134622236346,0.00427604828790598,0.00267806544381275,"Thbs1/Ern1/Wnt5a/Map2k3/Ptpn1/Ripk1/Map2k4/P2rx7/C1qtnf2/Map2k6/Kit/Tnf/Itga1/Gdf15/Lpar3/Tlr4/Bmp2/Ghr/Spag9/Lrrk2/Ptpn11/Plce1/Map4k1/Il1b/Map4k2/Ret/Ighm/Igf1/Avpi1/Ntf3/Arrb1",31
"GO:0007411","axon guidance","56/3451","245/23210",0.000554151412964423,0.00430095906247245,0.00269366692444471,"Epha2/Nr4a3/Zswim6/Ptch1/Egr2/Wnt5a/Gli2/Plxnd1/Bcl11b/Nfib/Zswim5/Cxcl12/Zswim4/Cdk5r1/Wnt3a/Slit2/Epha1/Ablim1/Nrp1/Myh10/Sema3g/Lama2/Vasp/Robo1/Flrt3/Epha7/Unc5c/Lrp2/Gdnf/Sema4c/Artn/Sema4f/Plxna2/Plxnc1/Gap43/Gas1/Etv1/Slit3/Bmpr1b/Dvl1/Robo2/B4gat1/Boc/Hoxa2/Hoxa1/Ptpro/Rpl24/Lgr4/Smo/Efna5/Mir200b/Sema3c/Fezf1/Ntf3/Ptprm/Sema7a",56
"GO:1903364","positive regulation of cellular protein catabolic process","35/3451","135/23210",0.000554323396581321,0.00430095906247245,0.00269366692444471,"Plk3/Trib1/Hspa1a/Gclc/Tnfaip3/Zfand2a/Hsp90aa1/Mdm2/Arih2/Dnajb2/Rnf19a/Arih1/Ecscr/Rnf19b/Xbp1/Trib2/Trib3/Nupr1/Fbxl5/Ezr/Smurf1/Lrrk2/Il33/Ldlr/Clu/Kcne2/Vcp/Fam122a/Axin1/Socs5/Dvl1/Plk2/Rnf180/Mapk8/Smad7",35
"GO:0010212","response to ionizing radiation","33/3451","125/23210",0.000556384178493263,0.00430095906247245,0.00269366692444471,"Gadd45a/Myc/Cdkn1a/Nabp1/Egr1/Anxa1/Aen/Snai2/Mdm2/Clock/Ino80/Fbxo4/Rnf4/Atm/Tank/Prkdc/Sirt1/Abraxas1/Ddias/Ercc8/Lrp2/Sod2/Apobec1/Rhob/Dcun1d3/H2afx/Xrra1/Rhno1/Bcl2l1/Trp53/Pmaip1/Pml/Sfrp2",33
"GO:0006278","RNA-dependent DNA biosynthetic process","20/3451","63/23210",0.000556512759662427,0.00430095906247245,0.00269366692444471,"Hsp90aa1/Hsp90ab1/Nek2/Ptges3/Cct3/Fbxo4/Mapk3/Parn/Atm/Smg5/Cct6a/Ctc1/Pot1b/Pinx1/Terf2/Pot1a/Tcp1/Smg6/Cct7/Pml",20
"GO:0007004","telomere maintenance via telomerase","20/3451","63/23210",0.000556512759662427,0.00430095906247245,0.00269366692444471,"Hsp90aa1/Hsp90ab1/Nek2/Ptges3/Cct3/Fbxo4/Mapk3/Parn/Atm/Smg5/Cct6a/Ctc1/Pot1b/Pinx1/Terf2/Pot1a/Tcp1/Smg6/Cct7/Pml",20
"GO:0032722","positive regulation of chemokine production","20/3451","63/23210",0.000556512759662427,0.00430095906247245,0.00269366692444471,"Tlr2/Myd88/Egr1/Il6/Wnt5a/Adam17/P2ry2/Tnf/Adora2b/Tlr4/Postn/Il1a/Il33/Il4ra/Il1b/Adipoq/Havcr2/Cd84/Hc/Eif2ak2",20
"GO:0001505","regulation of neurotransmitter levels","79/3451","372/23210",0.000560016305087681,0.00432262585489554,0.00270723671696334,"Ptgs2/Slc7a11/Chka/Gch1/Ptger4/Atp1a2/Icam1/Hsp90aa1/Tlr2/Mmp8/Il6/Rab3a/Rock2/Sphk1/Zc3h12a/Dynll1/P2rx7/Klf2/P2ry2/Xbp1/Slc36a2/Nrn1/Cd34/Adra1a/Tnf/Adora2b/Ptgis/Snapin/Stx19/P2rx4/Tlr4/Btbd9/Hdc/Tlr5/Lrrk2/Gdnf/Git1/Tlr6/Pnkd/Clu/Mef2c/Daglb/Sod2/Smad3/Kmo/Il1b/Stx11/Chrm2/Dvl1/Rgs4/Aasdh/Htr1b/Ncs1/Rgs2/Sncg/Syt17/Park7/Myo6/Atp2b4/Tspo/Slc6a9/Prrt2/Bcl2l1/Cx3cr1/Igf1/Prkce/Prkcg/Acp5/H2-M3/Rnf180/Maoa/Prkcb/Mctp2/Hnmt/Dtnbp1/Slc25a32/Atp2a2/Napa/Adra2a",79
"GO:0010917","negative regulation of mitochondrial membrane potential","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Rnf122/Bnip3/Prkce/Pip5kl1/Slc25a27/Pmaip1/Hebp2/Mapt",8
"GO:0034162","toll-like receptor 9 signaling pathway","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Rtn4/Ptpn22/Unc93b1/Tnip2/Havcr2/Rab7b/Pik3ap1/Ptprs",8
"GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Cdkn1a/Mdm2/Atm/Prkdc/Cradd/Casp2/Trp53/Pml",8
"GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Cdkn1a/Mdm2/Atm/Prkdc/Cradd/Casp2/Trp53/Pml",8
"GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Cdkn1a/Mdm2/Atm/Prkdc/Cradd/Casp2/Trp53/Pml",8
"GO:1903978","regulation of microglial cell activation","8/3451","15/23210",0.000570640650760085,0.00437184369533936,0.00273806157880704,"Mmp8/Sphk1/Atm/Nr1d1/Lrrk2/Ldlr/Cst7/Cx3cl1",8
"GO:0055021","regulation of cardiac muscle tissue growth","23/3451","77/23210",0.000590571450900816,0.00451893272529435,0.0028301826265044,"Pim1/Gja1/Ripk1/Adrb1/Tbx2/Wnt2/Tgfbr1/Ctdp1/Fgfr2/Sirt1/Edn1/Gli1/Mef2c/Col14a1/Meis1/Hey2/Nr3c1/Rgs4/Tbx5/Rgs2/Igf1/Kcnk2/Fgf2",23
"GO:0051147","regulation of muscle cell differentiation","40/3451","161/23210",0.000594619330688262,0.00454427520668319,0.00284605448273668,"Flt3l/Il1f9/Cth/Adrb1/Mmp14/Prdm6/Nrg1/Klf5/Xbp1/Zeb1/Kit/Cxcl12/Hdac4/Fzd7/Gdf15/Wnt3a/Ctdp1/Fgfr2/Sirt1/Ankrd17/Bmp2/Maml1/Edn1/Bhlhe41/Il4ra/Cxcl10/Mef2c/Col14a1/Sod2/Nr3c1/Rgs4/Cd53/Rgs2/Igf1/Thra/Rbpms2/Eif5a/Dmpk/Cyp26b1/Tgfb1",40
"GO:0006352","DNA-templated transcription, initiation","27/3451","96/23210",0.000596882848406312,0.00455031060359133,0.00284983441851175,"Myc/Fosl1/Jun/Ahr/Srf/Taf4b/Taf7/Med13/Polr2d/Psmc6/Gtf2f2/Atf7ip/Bclaf1/Rrn3/Lipe/Taf5/Hey2/Gtf2e1/Psmc2/Wnt10b/Tcf4/Gtf3c1/Smarca5/Taf10/Trp53/Taf1b/Thra",27
"GO:0030279","negative regulation of ossification","27/3451","96/23210",0.000596882848406312,0.00455031060359133,0.00284983441851175,"Areg/Noct/Ccr1/Ahr/Ptch1/Lrp4/Gdf10/Smad6/P2ry2/Id1/Tob1/Tnf/Calca/Hdac4/Mir23a/Fgf23/Smurf1/Hif1a/Tmem64/Mef2c/Igfbp5/Smad3/Axin2/Ltbp3/Hoxa2/Hdac7/Tgfb1",27
"GO:0031649","heat generation","10/3451","22/23210",0.000602260361567743,0.00456874414334253,0.00286137924272584,"Ptgs2/Adrb1/Apln/Tnf/Il1a/Slc27a1/Il1b/Adrb3/Arrdc3/Ednrb",10
"GO:0045063","T-helper 1 cell differentiation","10/3451","22/23210",0.000602260361567743,0.00456874414334253,0.00286137924272584,"Gadd45g/Anxa1/Relb/Il18r1/Tmem98/Irf1/Il4ra/Hlx/Socs5/Spn",10
"GO:0045624","positive regulation of T-helper cell differentiation","10/3451","22/23210",0.000602260361567743,0.00456874414334253,0.00286137924272584,"Nfkbiz/Anxa1/Il6/Myb/Shb/Nlrp3/Irf1/Il4ra/Hlx/Socs5",10
"GO:2000353","positive regulation of endothelial cell apoptotic process","10/3451","22/23210",0.000602260361567743,0.00456874414334253,0.00286137924272584,"Thbs1/Ecscr/Xbp1/Fasl/Col18a1/Ccl12/Itga4/Rgcc/H2-M3/Plcg1",10
"GO:0016331","morphogenesis of embryonic epithelium","44/3451","182/23210",0.000610835591546735,0.00462811015681115,0.00289855984932865,"Adm/Cc2d2a/Bcl10/Ptch1/Wnt5a/Fuz/Rock2/Sdc4/Ptk7/Lmo4/Ift172/Gli2/Abl2/Wnt2/Tgif1/Nup50/Fgfr2/Vasp/Dvl3/Luzp1/Gatad2a/Hif1a/Ift52/Lrp2/Gdnf/Sema4c/St14/Cecr2/Ar/Sox11/Bmp5/Dvl1/Lama5/Sulf1/Ret/Stk4/Rgma/Tgfb1i1/Grhl2/Osr1/Rdh10/Sfrp2/Tgfb1/Fzd2",44
"GO:0097485","neuron projection guidance","56/3451","246/23210",0.000615397424149335,0.00465695967416929,0.00291662814283366,"Epha2/Nr4a3/Zswim6/Ptch1/Egr2/Wnt5a/Gli2/Plxnd1/Bcl11b/Nfib/Zswim5/Cxcl12/Zswim4/Cdk5r1/Wnt3a/Slit2/Epha1/Ablim1/Nrp1/Myh10/Sema3g/Lama2/Vasp/Robo1/Flrt3/Epha7/Unc5c/Lrp2/Gdnf/Sema4c/Artn/Sema4f/Plxna2/Plxnc1/Gap43/Gas1/Etv1/Slit3/Bmpr1b/Dvl1/Robo2/B4gat1/Boc/Hoxa2/Hoxa1/Ptpro/Rpl24/Lgr4/Smo/Efna5/Mir200b/Sema3c/Fezf1/Ntf3/Ptprm/Sema7a",56
"GO:0010659","cardiac muscle cell apoptotic process","19/3451","59/23210",0.000621506931807919,0.00469743611250171,0.00294197831277755,"Ppp1r10/Nfe2l2/Hmgcr/Sirt5/Cxcr2/Nupr1/Fbxo32/Hspa8/Sirt1/Nol3/Rps6ka2/Camk2d/Hey2/Bnip3/Fndc1/Trp53/Mapk8/Sfrp2/Eif5a",19
"GO:0072006","nephron development","37/3451","146/23210",0.000626918118301525,0.00472731580808098,0.00296069180121705,"Myc/Lif/Ahr/Ptch1/Tacstd2/Myo1e/Egr1/Wnk4/Hey1/Angpt2/Aqp11/Tek/Mtss1/Angpt1/Fat4/Bmp2/Cd44/Hes1/Gdnf/Mef2c/Plce1/Adipoq/Mpv17/Lama5/Pdgfd/Sulf1/Ret/Klf15/Gpc3/Ptpro/Lgr4/Smo/Jag1/Osr1/Fgf2/Wt1/Tgfb1",37
"GO:0006733","oxidoreduction coenzyme metabolic process","43/3451","177/23210",0.00062839327349714,0.00472731580808098,0.00296069180121705,"Myc/Txnrd1/Stat3/Coq10b/Fdx1/Hmgcr/Ier3/P2rx7/Pgd/Nupr1/Hdac4/Eif6/Fmo1/Idh1/Dcxr/Foxk2/Idh2/Hif1a/Ldha/Jmjd8/Coq2/Vcp/Nadk2/Kmo/Gapdh/Hk2/Zbtb20/Pdss1/Galt/Gpd1l/Pfkfb2/Haao/Me1/Coq8a/Igf1/Trp53/Nnt/Nampt/Pdss2/Mpc1/Ddit4/Pgk1/Entpd5",43
"GO:0008016","regulation of heart contraction","43/3451","177/23210",0.00062839327349714,0.00472731580808098,0.00296069180121705,"Adm/Hbegf/Gch1/Atp1a2/Gja1/Kcnj2/Mdm2/Kcne4/Adrb1/Zc3h12a/Apln/Scn3b/Adra1a/Calca/Hdac4/P2rx4/Sirt1/Glp1r/Edn1/Pde5a/Kcne2/Fxyd1/Atp1b1/Hey2/Chrm2/Avpr1a/Gpd1l/Rgs4/Rgs2/Ada/Kcnq1/Atp2b4/Stc1/Kcne3/Cacna1d/Cacna1c/Irx5/Myh7/Atp2a2/Thra/Smad7/Dsp/Dmpk",43
"GO:0051899","membrane depolarization","24/3451","82/23210",0.000629288031456286,0.00472731580808098,0.00296069180121705,"Gclc/Gja1/Jun/Scn3a/Gclm/P2rx7/Mllt11/Scn3b/Ywhah/P2rx4/Nedd4l/Scn7a/Edn1/Lrrk2/Kdr/Camk2d/Oga/Gpd1l/Park7/Tspo/Cacna1d/Got1/Cacna1c/Smad7",24
"GO:1903317","regulation of protein maturation","24/3451","82/23210",0.000629288031456286,0.00472731580808098,0.00296069180121705,"Chac1/Thbs1/Serpine1/Birc3/Il1r2/Fuz/Mdm2/Mmp14/Myh9/Cd46/C6/Birc2/Notch4/Ccbe1/Tmem98/Nol3/Plgrkt/Ift52/Fcmr/Lrrk2/Rps6ka2/Cst7/Il1b/Gas1",24
"GO:0014745","negative regulation of muscle adaptation","7/3451","12/23210",0.000633605981083421,0.00473136070691691,0.00296322509903477,"Errfi1/Lmna/Nol3/Oga/Igfbp5/Smad3/Atp2b4",7
"GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","7/3451","12/23210",0.000633605981083421,0.00473136070691691,0.00296322509903477,"Cdkn1a/Mdm2/Prkdc/Cradd/Casp2/Trp53/Pml",7
"GO:1900165","negative regulation of interleukin-6 secretion","7/3451","12/23210",0.000633605981083421,0.00473136070691691,0.00296322509903477,"Zc3h12a/Ptpn22/Bank1/Cd84/Il27ra/Gas6/Cd200r1",7
"GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","7/3451","12/23210",0.000633605981083421,0.00473136070691691,0.00296322509903477,"Cdkn1a/Mdm2/Prkdc/Cradd/Casp2/Trp53/Pml",7
"GO:0046165","alcohol biosynthetic process","36/3451","141/23210",0.000634992828781109,0.00473136070691691,0.00296322509903477,"Gch1/Itpkc/Pmvk/Cyp51/Plek/Hmgcs1/Hmgcr/Sphk1/Cftr/Lss/Hsd17b7/Cyp27a1/Tnf/Bmp6/Fdft1/Ippk/Ptafr/Bmp2/Plcb2/Acer3/Bmp5/Plce1/Il1b/Pcbd2/Erlin1/Ces1d/Scp2/Park7/Pex2/Got1/Plcg1/Mvd/Lbr/Fgf2/Pck1/Abcg1",36
"GO:0061041","regulation of wound healing","36/3451","141/23210",0.000634992828781109,0.00473136070691691,0.00296322509903477,"Hbegf/Tnfrsf12a/Cdkn1a/Thbs1/Serpine1/Ptger4/Gja1/Nfe2l2/Plek/Anxa1/Mylk/Rab3a/Hmgcr/Srsf6/Xbp1/Myh9/Ceacam1/Ccl2/Thbd/F2rl1/Cd34/Crk/S100a9/Tlr4/Serpinc1/Vkorc1/Rreb1/Smad3/Foxa2/Hpse/Ubash3b/Tspan8/Prkce/Spaar/Fgf2/Adra2a",36
