"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","11/2445","35/23210",0.000655118531049929,0.0041543765225063,0.0025542029134718,"Snai2/Ankrd1/Mdm2/Pla2r1/Senp2/Cd44/Snai1/Eef1e1/March7/Sirt1/Spred1",11
"GO:1990748","cellular detoxification","11/2445","35/23210",0.000655118531049929,0.0041543765225063,0.0025542029134718,"Gch1/Nfe2l2/Prdx1/Tnf/Sod3/Prdx6/Gstm7/Rdh12/Fbln5/Sod2/Apoa4",11
"GO:0042866","pyruvate biosynthetic process","21/2445","94/23210",0.000657541725786994,0.00416535379556435,0.00256095198464408,"Hk2/Myc/Stat3/Hkdc1/Ppargc1a/Bpgm/Nupr1/P2rx7/Gapdh/Pfkfb2/Slc4a1/Pgk1/Ier3/Jmjd8/Foxk1/Hif1a/Hdac4/Entpd5/Ddit4/Galt/Eif6",21
"GO:0006140","regulation of nucleotide metabolic process","23/2445","107/23210",0.00066492898343544,0.00419042745263779,0.00257636782564969,"Myc/Pdk4/Stat3/Slc25a33/Ppargc1a/Adora2b/Pid1/Nupr1/P2rx7/Pdk2/Snca/Pgk1/Ier3/Jmjd8/Hif1a/Bcl2l1/Hdac4/Vcp/Me1/Entpd5/Ddit4/Slc25a23/Eif6",23
"GO:0007043","cell-cell junction assembly","23/2445","107/23210",0.00066492898343544,0.00419042745263779,0.00257636782564969,"Snai2/Epha2/Cldn5/Arvcf/Ramp2/Rock2/Gja1/Cdh11/Srf/Tnf/Actn4/Heg1/Pdcd6ip/Snai1/Ptpro/Hdac7/Nedd4l/Cldn3/Fscn1/Mpp7/Cdh13/Wdr1/Marveld2",23
"GO:0097756","negative regulation of blood vessel diameter","23/2445","107/23210",0.00066492898343544,0.00419042745263779,0.00257636782564969,"Smad6/Ptgs2/Adra1a/Atp1a2/Apln/Npy1r/Adm/Edn1/Ednrb/Gja1/Icam1/Hmgcr/Ednra/Dock4/Ahr/Cx3cl1/Pde5a/Egfr/Avpr1b/Hif1a/Cysltr1/Slc8a1/Arhgap42",23
"GO:0055094","response to lipoprotein particle","9/2445","25/23210",0.000667070372154704,0.00419042745263779,0.00257636782564969,"Tlr4/Hmgcs1/Myd88/Tlr6/Fcer1g/Ldlr/Mylip/Cdh13/Socs5",9
"GO:0071677","positive regulation of mononuclear cell migration","9/2445","25/23210",0.000667070372154704,0.00419042745263779,0.00257636782564969,"Serpine1/Cxcl12/Ccr1/Lgals3/Cxcl17/Cxcl10/Pdgfd/Ccl5/Ccr2",9
"GO:0072606","interleukin-8 secretion","9/2445","25/23210",0.000667070372154704,0.00419042745263779,0.00257636782564969,"Anxa1/F2rl1/Tlr2/Hyal2/Ptpn22/Wnt5a/Tlr6/Cd14/Cd2",9
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","9/2445","25/23210",0.000667070372154704,0.00419042745263779,0.00257636782564969,"Snai2/Cxcl12/Ackr3/Usp47/Cd44/Snai1/Bcl2l1/March7/Sirt1",9
"GO:2000737","negative regulation of stem cell differentiation","9/2445","25/23210",0.000667070372154704,0.00419042745263779,0.00257636782564969,"Lbh/Stat3/Hspa9/Nfe2l2/Wnt3a/Prickle1/Jag1/Zfp36l2/Cdk12",9
"GO:0044262","cellular carbohydrate metabolic process","48/2445","284/23210",0.000670621634637942,0.00420834306282704,0.00258738274052178,"Adrb1/Hk2/Ppp1r3c/Pdk4/Sesn2/Has1/Abhd10/Ptpn2/Pgd/Stat3/C1qtnf2/Ppargc1a/Stk40/Pcdh12/Ppp1r3a/B4galt1/Nupr1/Irs2/Cry1/Pfkfb2/Ppp4r3a/Mir143/Wdr5/Pdk2/B3gnt3/Ranbp2/Gk/Ugp2/Il6/Snca/B3gnt7/Lepr/Ippk/Nr1d1/Ppp1r2/Ier3/B4galt5/Cox11/Extl2/Foxk1/Hif1a/Hdac4/Foxa2/Aoah/Gbe1/Sirt1/Ddit4/Nr3c1",48
"GO:0002724","regulation of T cell cytokine production","10/2445","30/23210",0.000681806889254302,0.00426076205558919,0.00261961110097707,"Arid5a/Rsad2/Smad7/Gata3/Nlrp3/Il6/Malt1/Traf2/Hfe/Ccr2",10
"GO:0042533","tumor necrosis factor biosynthetic process","10/2445","30/23210",0.000681806889254302,0.00426076205558919,0.00261961110097707,"Thbs1/Bcl3/Errfi1/Mapkapk2/Tlr2/Tlr4/Spn/Cx3cr1/Ccr2/Cybb",10
"GO:0042534","regulation of tumor necrosis factor biosynthetic process","10/2445","30/23210",0.000681806889254302,0.00426076205558919,0.00261961110097707,"Thbs1/Bcl3/Errfi1/Mapkapk2/Tlr2/Tlr4/Spn/Cx3cr1/Ccr2/Cybb",10
"GO:0060317","cardiac epithelial to mesenchymal transition","10/2445","30/23210",0.000681806889254302,0.00426076205558919,0.00261961110097707,"Tmem100/Snai2/Wnt2/Hey1/Hey2/Efna1/Jag1/Snai1/Erg/Tgfbr1",10
"GO:0006695","cholesterol biosynthetic process","13/2445","46/23210",0.000685203022740578,0.00427290048099633,0.00262707407439123,"Pmvk/Lss/Hmgcs2/Cyp51/Hmgcs1/Hmgcr/Hsd17b7/Apoa1/Fdft1/Erlin1/Apoa4/Scp2/Cftr",13
"GO:0098754","detoxification","13/2445","46/23210",0.000685203022740578,0.00427290048099633,0.00262707407439123,"Mt2/Mt1/Gch1/Nfe2l2/Prdx1/Tnf/Sod3/Prdx6/Gstm7/Rdh12/Fbln5/Sod2/Apoa4",13
"GO:0002544","chronic inflammatory response","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Tnfaip3/Gja1/Adora2b/Tnf/Cebpb/Pde5a/Cx3cr1",7
"GO:0002739","regulation of cytokine secretion involved in immune response","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"F2rl1/Tek/Angpt1/Tnf/Mapk3/Apoa1/Wnt5a",7
"GO:0042659","regulation of cell fate specification","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Fzd7/Wnt3a/Ar/Sox17/Sfrp2/Lmo4/Fgf2",7
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Snai2/Mdm2/Senp2/Cd44/Snai1/March7/Sirt1",7
"GO:0045898","regulation of RNA polymerase II transcriptional preinitiation complex assembly","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Thra/Psmc6/Atf7ip/Wnt10b/Ahr/Psmc2/Gtf2f2",7
"GO:0071498","cellular response to fluid shear stress","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Ptgs2/Klf2/Mtss1/Nfe2l2/Klf4/Mef2c/Socs5",7
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","7/2445","16/23210",0.000690139459542776,0.00427290048099633,0.00262707407439123,"Meox2/Thbs1/Dll4/Klf4/Mmrn2/Spred1/Pik3r2",7
"GO:0033077","T cell differentiation in thymus","20/2445","88/23210",0.000694121005208085,0.00429313485030036,0.00263951461384369,"Ptpn2/Fzd7/Bmp4/Zeb1/Gata3/Srf/Jmjd6/Adam8/Spn/Fas/Card11/Il7r/Il2rg/Adrm1/Ada/Mpzl2/Prkdc/Itpkb/Zfp36l2/Ptprc",20
"GO:0018205","peptidyl-lysine modification","56/2445","345/23210",0.000703599421488906,0.00434729088143762,0.00267281094405437,"Snai2/Prdm8/Arid5a/Lox/Gnl3/Jade3/Sirt5/Gata3/Per1/Rela/Senp5/Senp7/Chek1/Ing5/Morf4l2/Arrb1/Brd1/Cth/Mdm2/Kmt5c/Jmjd6/Taf7/Trim16/Wdr5/Senp2/Sox4/Dot1l/Mapk3/Snca/Rlf/Kansl3/H1f2/Piwil2/Egr2/Rps6ka5/Iws1/Tet3/Nsd3/Nat8f3/Loxl1/Hdac4/Pwp1/Lif/Senp1/Lmna/Myb/Mtf2/Klf15/Sirt1/Ifih1/Prmt6/Pygo2/Bcl11a/Mettl8/Uspl1/Senp6",56
"GO:0034446","substrate adhesion-dependent cell spreading","22/2445","101/23210",0.000713530374269586,0.00437199735752599,0.00268800103403891,"Cass4/Fzd7/Tacstd2/Tek/Nrp1/Rreb1/Itga8/Efna1/Antxr1/Egflam/Actn4/Postn/Apoa1/Lama5/Itgav/Fzd4/St6gal1/Fn1/Itgb7/Crk/Lamc2/Epha1",22
"GO:0042310","vasoconstriction","22/2445","101/23210",0.000713530374269586,0.00437199735752599,0.00268800103403891,"Smad6/Ptgs2/Adra1a/Atp1a2/Apln/Npy1r/Adm/Edn1/Ednrb/Gja1/Icam1/Ednra/Dock4/Ahr/Cx3cl1/Pde5a/Egfr/Avpr1b/Hif1a/Cysltr1/Slc8a1/Arhgap42",22
"GO:0016926","protein desumoylation","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Senp5/Senp7/Senp2/Senp1/Uspl1/Senp6",6
"GO:0045625","regulation of T-helper 1 cell differentiation","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Hlx/Anxa1/Ccr2/Il4ra/Socs5/Irf1",6
"GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Tnfaip3/Nfkbia/Tlr4/Irgm2/Rela/Ptpn22",6
"GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Tnfaip3/Nfkbia/Tlr4/Irgm2/Rela/Ptpn22",6
"GO:0071863","regulation of cell proliferation in bone marrow","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Flt3l/Fgfr2/Fgfr3/Lgals3/Il6/Mef2c",6
"GO:0072176","nephric duct development","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Bmp4/Efnb2/Gata3/Epha4/Osr1/Gpc3",6
"GO:0090343","positive regulation of cell aging","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Arg2/Eef1e1/Lmna/Sirt1/Pawr/Cgas",6
"GO:2000232","regulation of rRNA processing","6/2445","12/23210",0.000714862977701159,0.00437199735752599,0.00268800103403891,"Riok2/Usp36/Heatr1/Wdr43/Wdr75/Shq1",6
"GO:0009165","nucleotide biosynthetic process","48/2445","285/23210",0.000725702798785391,0.00442211025438336,0.00271881155553646,"Hk2/Myc/Pdk4/Stat3/Ctps/Gucy1b1/Hkdc1/Ppargc1a/Bpgm/Gucy1a1/Adora2b/Pid1/Gars/Cds1/Cmpk2/Nupr1/P2rx7/Pank1/Gapdh/Pfkfb2/Adcy8/Ampd3/Nmnat2/Nadk2/Pdk2/Slc4a1/Acsl4/Snca/Nme3/Ampd1/Pgk1/Ada/Ak3/Ier3/Jmjd8/Foxk1/Hif1a/Bcl2l1/Hdac4/Nampt/Vcp/Uqcc3/Oasl2/Entpd5/Ddit4/Galt/Acat1/Eif6",48
"GO:0032204","regulation of telomere maintenance","19/2445","82/23210",0.000726730980655558,0.00442211025438336,0.00271881155553646,"Myc/Ppp1r10/Gnl3/Slx1b/Smg1/Pml/Prkcq/Smg5/Mapk3/Pot1b/Nbn/Fbxo4/Ctc1/Lmna/Cct3/Tcp1/Pot1a/Nat10/Upf1",19
"GO:0034620","cellular response to unfolded protein","19/2445","82/23210",0.000726730980655558,0.00442211025438336,0.00271881155553646,"Atf3/Atf4/Hspa1a/Hspb8/Parp16/Ptpn2/Ptpn1/Optn/Hspa9/Ddit3/Nfe2l2/Ern1/Hspa5/Herpud1/Tm7sf3/Stc2/Hspa8/Ero1l/Ppp1r15a",19
"GO:0051899","membrane depolarization","19/2445","82/23210",0.000726730980655558,0.00442211025438336,0.00271881155553646,"Gclc/Scn3a/Gclm/Edn1/Gja1/Smad7/Lrrk2/Cacna1d/Scn4a/P2rx7/Ywhah/Scn3b/Kdr/Gpd1l/Mllt11/Adora2a/Scn7a/Nedd4l/Camk2d",19
"GO:0090630","activation of GTPase activity","19/2445","82/23210",0.000726730980655558,0.00442211025438336,0.00271881155553646,"Epha2/Eif5/Grtp1/Tbc1d30/Mtss2/Tbc1d9/Arhgef10/Pip5k1a/Ndel1/Wnt5a/Bcas3/Tiam1/Rasgrf1/Rangap1/Tbc1d2/Crk/Arhgap42/Sgsm3/Epha1",19
"GO:0046546","development of primary male sexual characteristics","25/2445","121/23210",0.000738018030679741,0.00447433726450414,0.00275092188080182,"Tcf21/Nup210l/Rec8/Gja1/Icam1/Eif2s2/Esr2/Gata3/Nupr1/Ar/Inhba/Kdr/Lrp2/Ago4/Sfrp2/Wnt5a/Abcb1a/Adrm1/Patz1/Arid5b/Bcl2l1/Map7/Sox3/Cftr/Tgfbr1",25
"GO:0048565","digestive tract development","25/2445","121/23210",0.000738018030679741,0.00447433726450414,0.00275092188080182,"Foxf2/Hlx/Gata5/Tcf21/Hoxa5/Tbx2/Bmp4/Gli2/Ednrb/Sox11/Foxf1/Fgfr2/Kit/Klf5/Fgfr3/Sox17/Sfrp2/Egfr/Wnt5a/Ada/Hif1a/Smo/Myb/Fat4/Ift172",25
"GO:0009612","response to mechanical stimulus","33/2445","176/23210",0.00073827838793363,0.00447433726450414,0.00275092188080182,"Thbs1/Myc/Ptger4/Atp1a2/Nfkbia/Tlr4/Slc1a3/Kit/Cxcl12/Abl2/Tifab/P2rx7/Jund/Rela/Bdkrb1/Ednra/Tnf/Ankrd1/Slitrk6/Mir143/Stat1/Ptpn11/Mir511/Usp53/Mir691/Scx/Junb/Slc8a1/Pawr/Ankrd23/Cradd/Piezo2/Mir20a",33
"GO:0048247","lymphocyte chemotaxis","14/2445","52/23210",0.00073828795341519,0.00447433726450414,0.00275092188080182,"Ccl17/Ch25h/Cxcl16/Cx3cl1/Wnt5a/Adam8/Ccl12/Cxcl10/Ccl25/Ccl5/Ccl9/Ccl3/Ccr2/Cxcl14",14
"GO:0007173","epidermal growth factor receptor signaling pathway","21/2445","95/23210",0.000761696407427618,0.00460946286022561,0.00283400009684858,"Areg/Errfi1/Plaur/Hbegf/Ptpn2/Nrg2/Esr2/Abl2/Rhbdf2/Ptpn12/Itga1/Ptpn11/Ceacam1/Adgre4/Egfr/Afap1l2/Cblb/Adra2a/Fasl/Cdh13/Socs5",21
"GO:0007015","actin filament organization","63/2445","400/23210",0.000762116242260632,0.00460946286022561,0.00283400009684858,"Casp4/Cass4/Sh3pxd2b/Rhou/Id1/Fhod1/Ptger4/Mtss1/Tacstd2/F2rl1/Rock2/Tlr2/Fam171a1/Fam107a/Kank4/Nrp1/Arhgef15/Icam1/Slit2/Abl2/Cfl2/Ezr/Specc1l/Prkcq/Twf2/Sdc4/Srf/Acta1/Arhgef10/Rhov/Arrb1/Itgb5/Tmod1/Tmod2/Ccn2/Nox4/Mical3/Cx3cl1/Myh10/Actn4/Avil/Apoa1/Spire2/Arf6/Vill/Baiap2/Mybpc3/Tpm3/Ppm1f/Rgcc/Tpm2/Arhgap18/Tpm4/Fscn1/Dpysl3/S1pr1/Pawr/Cdc42ep3/Evl/Wdr1/Pik3r2/Epha1/Tgfbr1",63
"GO:0032615","interleukin-12 production","15/2445","58/23210",0.000767530749006707,0.00463289874375363,0.00284840899831978,"Thbs1/Tlr2/Tlr4/Tigit/Rela/Cmklr1/Rel/Lilra5/Tnfsf9/Tlr6/Irf8/Unc93b1/Ltb/Hspd1/Irf1",15
"GO:0072678","T cell migration","15/2445","58/23210",0.000767530749006707,0.00463289874375363,0.00284840899831978,"Icam1/Cxcl12/Myo1g/Cxcl16/Wnt5a/Adam8/Lgals9/Spn/Cxcl10/Cd99l2/Ccl5/Itgb7/Crk/S1pr1/Ccr2",15
"GO:0001937","negative regulation of endothelial cell proliferation","12/2445","41/23210",0.000774020396516699,0.0046580547462375,0.00286387546711179,"Thbs1/Nr2f2/Acvrl1/Atoh8/Gja1/Dll4/Tnf/Stat1/Ccl12/Rgcc/Mef2c/Tgfbr1",12
"GO:0002832","negative regulation of response to biotic stimulus","12/2445","41/23210",0.000774020396516699,0.0046580547462375,0.00286387546711179,"Trib1/Tnfaip3/Arg2/Nploc4/Ltf/Ceacam1/Fgl2/Mill2/Rnf26/Muc4/Tspan6/Klre1",12
"GO:2000279","negative regulation of DNA biosynthetic process","12/2445","41/23210",0.000774020396516699,0.0046580547462375,0.00286387546711179,"Acvrl1/Gja1/Pml/Kcnk2/Ankrd1/Chek1/Ahr/Pot1b/Dach1/Ctc1/Pot1a/Nat10",12
"GO:0090398","cellular senescence","16/2445","64/23210",0.00077709981110503,0.00467191474848159,0.00287239690418442,"Tbx3/Tbx2/Nuak1/Cdkn1a/Arg2/Pml/Srf/Pla2r1/Rsl1d1/Eef1e1/Nampt/Prkdc/Sirt1/Prmt6/Pawr/Cgas",16
"GO:0043903","regulation of symbiosis, encompassing mutualism through parasitism","36/2445","198/23210",0.000789168807074256,0.00473973840416454,0.00291409639338797,"F2rl1/Rsad2/Kpna2/Pml/Zfp809/Chd1/Cxcl5/Gapdh/Tnf/Trim15/Ctdp1/Stat1/Tfap4/Vps37b/Vapa/Zc3h12a/Ltf/Ceacam1/Ddx3x/Trim25/Nbn/Larp1/Srpk1/Itgav/Oas1c/Hspa8/Oas1g/Zfp36/Ccl5/Cxcl1/Nectin2/Oasl2/Mir24-2/Apobec3/Mid2/Cnot7",36
"GO:0016052","carbohydrate catabolic process","28/2445","142/23210",0.000802630347362227,0.00480905637774689,0.00295671462241002,"Adrb1/Hk2/Myc/Abhd10/Pgd/Stat3/Hkdc1/Ppargc1a/Bpgm/Nupr1/P2rx7/Gapdh/Pfkfb2/Slc4a1/Pgk1/Ier3/Jmjd8/Foxk1/Hif1a/Hdac4/Ldha/Chia1/Aoah/Entpd5/Ddit4/Galt/Dhdh/Eif6",28
"GO:0034101","erythrocyte homeostasis","28/2445","142/23210",0.000802630347362227,0.00480905637774689,0.00295671462241002,"Klf2/Hoxa5/Hmox1/Ptpn2/Bmp4/Stat3/Alas2/Cebpg/Thra/Hspa9/Bpgm/Kit/Fech/Gata3/Prdx1/Hba-a1/Srf/Ampd3/Inhba/Jmjd6/Stat1/Slc4a1/Fam210b/Flvcr1/Zfp36/Hif1a/Ets1/Senp1",28
"GO:0051209","release of sequestered calcium ion into cytosol","24/2445","115/23210",0.000803107620411371,0.00480905637774689,0.00295671462241002,"Glp1r/Tpcn2/Aplnr/Ddit3/Nol3/P2rx7/Bdkrb1/Ednra/Plcb2/Cx3cl1/Snca/Gsto1/Itgav/Cxcl10/Gstm7/Fgf2/Thy1/Ero1l/Fasl/Camk2d/Cd19/Slc8a1/Ptprc/Plce1",24
"GO:0031960","response to corticosteroid","20/2445","89/23210",0.000808068206715918,0.00482915041511062,0.00296906888267021,"Areg/Anxa1/Bmp4/Fam107a/Fibin/Klf9/Lcat/Tnf/Gdnf/Alpl/Tfap4/Il6/Eif4ebp1/Fas/Zfp36/Rps6kb1/Cdo1/Zfp36l2/Ddit4/Nr3c1",20
"GO:0070301","cellular response to hydrogen peroxide","20/2445","89/23210",0.000808068206715918,0.00482915041511062,0.00296906888267021,"Anxa1/Tnfaip3/Nr4a3/Nqo1/Bnip3/Sphk1/Lrrk2/Nfe2l2/Nol3/Ripk1/Rela/Pdgfrb/Kdm6b/Il6/Fabp1/Oser1/Trpc6/Hgf/Sirt1/Pawr",20
"GO:0030183","B cell differentiation","29/2445","149/23210",0.000813703901729976,0.00485800603235218,0.00298680995674694,"Bcl3/Ptpn2/Tnfaip3/Cebpg/Kit/Lfng/Mfng/Ahr/Gimap1/Mir19a/Malt1/Card11/Il2rg/Ada/Hdac7/Lyl1/Dcaf1/Gm13271/Cd79a/Ms4a1/Prkdc/Nfam1/Gm13275/Myb/Cd19/Zfp36l2/Ptprc/Bcl11a/Mir20a",29
"GO:0042254","ribosome biogenesis","49/2445","294/23210",0.000815518503545235,0.00486401422629854,0.00299050392776746,"Utp18/Nmd3/Gtpbp4/Nop58/Sdad1/Riok2/Ddx21/Usp36/Utp4/Xpo1/Tsr1/Rpl12/Isg20l2/Nop14/Heatr1/Exosc7/Ltv1/Rsl1d1/Wdr43/Rpl3/Rpl11/Ipo4/Ddx27/Brix1/Ddx3x/Ppan/Wdr12/Wdr75/Nob1/Urb1/Shq1/Nop56/Dis3/Nop16/Rps8/Mdn1/Pwp1/Nol10/Nop2/Mterf3/Urb2/Sirt1/Abce1/Rrp8/Nat10/Rrp7a/Rrn3/Imp3/Eif6",49
"GO:0008016","regulation of heart contraction","33/2445","177/23210",0.00081745885007314,0.00487075976211897,0.00299465123294121,"Adra1a/Adrb1/Atp1a2/Apln/Hbegf/Adm/Glp1r/Gch1/Edn1/Atp1b1/Hey2/Gja1/Thra/Smad7/Cacna1d/Irx5/Mdm2/Scn3b/Ccn2/Zc3h12a/Pde5a/Rgs2/Stc1/Calca/Ada/Mybpc3/Gpd1l/Popdc2/Hdac4/Slc8a1/Sirt1/Dsp/Fxyd1",33
"GO:0050772","positive regulation of axonogenesis","22/2445","102/23210",0.000820750273382747,0.00488553426826644,0.00300373492731569,"Tnfrsf12a/Nrg1/Plxnd1/Nrp1/Cxcl12/Plxna2/Picalm/Twf2/Wnt3a/Mapt/Srf/Plxnc1/Ndel1/Dixdc1/Robo2/Cdkl5/Eif4g2/Tiam1/Fn1/Lpar3/Skil/Bcl11a",22
"GO:0001890","placenta development","32/2445","170/23210",0.000821738825908717,0.00488658523154018,0.00300438108286784,"Ptgs2/Krt8/Wnt2/Fosl1/Hey1/Krt19/Nr2f2/Adm/Serpine1/Stk4/Socs3/Fgfr2/Hey2/Pcdh12/Il11ra1/Ggnbp2/Hs6st1/St14/Hsp90ab1/Senp2/Mapk3/Cebpb/Egfr/Bmp5/Itgav/Snai1/Ada/Hif1a/Junb/Lif/Slc8a1/Rbm15",32
"GO:0002526","acute inflammatory response","25/2445","122/23210",0.000836984477850134,0.00497233226821531,0.00305710026460562,"F3/Ptgs2/Stat3/Ednrb/Saa3/Icam1/B4galt1/Nupr1/C2cd4b/Tnf/Serpina3n/Il20rb/Nlrp3/Il6/Adam8/Fcer1g/Spn/Adra2a/Fn1/Ccl5/Ephb6/Reg3g/Cxcl1/Cd163/Cxcr2",25
"GO:0006458","'de novo' protein folding","11/2445","36/23210",0.000854469673720071,0.00505624237605446,0.0031086900617151,"Hspa1a/Hspa9/Dnajb1/Dnajb4/Hspa5/H2-DMb2/Chchd4/Hspa8/Ero1l/Entpd5/Hspd1",11
"GO:0032735","positive regulation of interleukin-12 production","11/2445","36/23210",0.000854469673720071,0.00505624237605446,0.0031086900617151,"Tlr2/Tlr4/Rela/Rel/Tnfsf9/Tlr6/Irf8/Unc93b1/Ltb/Hspd1/Irf1",11
"GO:0061384","heart trabecula morphogenesis","11/2445","36/23210",0.000854469673720071,0.00505624237605446,0.0031086900617151,"Hey1/Tek/Hey2/Dll4/Ccm2l/Srf/Heg1/Bmp5/Fhl2/S1pr1/Tgfbr1",11
"GO:1905209","positive regulation of cardiocyte differentiation","11/2445","36/23210",0.000854469673720071,0.00505624237605446,0.0031086900617151,"Adrb1/Nrg1/Edn1/Bmp4/Efnb2/Wnt3a/Tbx5/Sema3c/Sirt1/Mef2c/Nr3c1",11
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","13/2445","47/23210",0.000856942559463614,0.00506092278984498,0.00311156768401901,"Mapkapk2/Bmp4/Tmem204/Ptpn1/Tek/Nrp1/Angpt1/Kdr/Fgf18/Vegfd/Fzd4/Hif1a/Mmrn2",13
"GO:1902653","secondary alcohol biosynthetic process","13/2445","47/23210",0.000856942559463614,0.00506092278984498,0.00311156768401901,"Pmvk/Lss/Hmgcs2/Cyp51/Hmgcs1/Hmgcr/Hsd17b7/Apoa1/Fdft1/Erlin1/Apoa4/Scp2/Cftr",13
"GO:0019430","removal of superoxide radicals","8/2445","21/23210",0.000863345104275731,0.00509373611522682,0.00313174204492177,"Gch1/Nfe2l2/Prdx1/Tnf/Sod3/Fbln5/Sod2/Apoa4",8
"GO:0071236","cellular response to antibiotic","36/2445","199/23210",0.000867685299886517,0.0051143292210745,0.00314440314356524,"Anxa1/Scn3a/Tnfaip3/Nr4a3/Nqo1/Bnip3/Sphk1/Mir30c-2/Lrrk2/Nfe2l2/Nol3/Ripk1/Rela/Pdgfrb/Adcy8/Kdm6b/Mdm2/Fdx1/Hoxa1/Mir181b-1/Zc3h12a/Ahr/Il6/Larp1/Fabp1/Oser1/Trp53inp1/Mir100/Trpc6/Hgf/Sirt1/Pawr/Mef2c/Mir196a-2/Cftr/Mir20a",36
"GO:0043010","camera-type eye development","56/2445","348/23210",0.000868541780039734,0.00511436832904023,0.00314442718801078,"Foxf2/Epha2/Tbx2/Acvrl1/Bmp4/Slc25a25/Meis1/Sox11/Fgfr2/Gja1/Nrp1/Gnat1/Arhgef15/Cc2d2a/Dll4/Mir27a/Zeb1/Irx5/Gata3/Pdgfrb/Srf/Maf/Slitrk6/Fgfr3/Jag1/Tsku/Inhba/Tmod1/Jmjd6/Kdr/Mir23a/Ahr/Myh10/Cdon/Egfr/Ppp1r13l/Gas1/Col8a1/Mir218-1/Tgif1/Prom1/Bcar3/Fzd4/Thy1/Klf4/Hif1a/Uchl3/Lif/Slc4a7/Rdh10/Mir24-2/Tspan12/Skil/Pygo2/Bmpr1b/Tgfbr1",56
"GO:0030279","negative regulation of ossification","21/2445","96/23210",0.000879790648796703,0.00517048840279156,0.00317893105522246,"Areg/Smad6/Ptch1/Id1/Lrp4/Noct/Mir30c-2/Axin2/Hoxa2/Ccr1/Tnf/Smurf1/Mir23a/P2ry2/Ahr/Calca/Fgf23/Hdac7/Hif1a/Hdac4/Mef2c",21
"GO:0071456","cellular response to hypoxia","21/2445","96/23210",0.000879790648796703,0.00517048840279156,0.00317893105522246,"Plk3/Myc/Rock2/Bnip3/Nfe2l2/Nol3/Kcnk2/Bach1/Adam8/Eif4ebp1/Fabp1/Pgk1/Npepps/Rgcc/Hif1a/Kcnk3/Ddah1/Cpeb2/Sirt1/Cd34/Cybb",21
"GO:0032729","positive regulation of interferon-gamma production","18/2445","77/23210",0.000887758697926404,0.00521222618938644,0.00320459237300263,"Bcl3/Arid5a/Cebpg/Tlr4/Abl2/Tnf/Tnfsf9/Ptpn22/Klrk1/Slamf6/Wnt5a/Cd14/Irf8/Txk/Cd2/Hspd1/Ccr2/Klre1",18
"GO:0010721","negative regulation of cell development","61/2445","387/23210",0.000896923391474408,0.00526090153011012,0.00323451905307535,"Gnrh1/Id1/Hey1/Nrg1/Bmp4/Stat3/Tacstd2/Meis1/Ednrb/Sox11/Lrp4/Nrp1/Hoxa2/Lrrk2/Slit2/Efnb2/Sema6d/Dguok/Nepro/Efna1/Mbd1/Wnt3a/Irx3/Ywhah/Fgfr3/Jag1/Epha4/Mdm2/Ctdp1/Snapin/Appl2/Dtnbp1/Rgma/Sema6a/Sema6b/Actn4/Postn/Tmem98/Wnt5a/Dixdc1/Sema3g/Arf6/Rgs2/Nbn/Kctd11/Fas/Ldlr/Epha3/Nr1d1/Cdk5r1/Mylip/Thy1/Foxa2/Rnf10/Shb/Trpc6/Sema3c/Dpysl3/Bcl11a/Arhgap4/Cftr",61
"GO:0090288","negative regulation of cellular response to growth factor stimulus","28/2445","143/23210",0.000899581785746244,0.00526622878075963,0.00323779436503998,"Smad6/Thbs1/Apln/Ptpn1/Grem2/Smad7/Shisa2/Slit2/Rasl11b/Gata3/Smurf1/Fuz/Lrp2/Chrdl1/Sema6a/Hspa5/Sfrp2/Spry2/Wnt5a/Strap/Adamtsl2/Spry1/Adgra2/Sirt1/Mmrn2/Skil/Htra3/Adamts12",28
